reviews,price,drink,dessert,service,customers,interior,view,parking,etc,trash
아아만 테이크아웃 할인되는 것이 쪼금 아쉽지만,1,,,,,,,,,
바닐라 라떼는 찐하고 달달한 편입니당!!,,1,,,,,,,,
아인슈페너 맛집이라 듣고 방문했는 데 역시 맛있네요.,,1,,,,,,,,
분위기 좋고 깔끔해요,,,,1,,1,,,,
흑임자 라떼 고소하고 맛있어요,,1,,,,,,,,
"테라스, 지하 공간까지 있어서 얘기하기도 공부하기도 좋아요",,,,,,1,,,,
맛있어용,,,,,,,,,,1
바닐라 향이 진해요,,1,,,,,,,,
음료랑 디저트 다 맛있고,,1,1,,,,,,,
스터디 하기 좋아요,,,,,,1,,,,
커피도 맛있고,,1,,,,,,,,
디저트도 맛있었어요,,,1,,,,,,,
학생들이 많아서 눈치 안 보고,,,,,1,,,,,
공부하기도 좋을 거 같아요,,,,,,1,,,,
날씨가 따뜻해져서 폴딩창? 을 통째 다 열 수 있어 좋고..,,,,,,1,,,,
좋은 음악이 항상 나옵니다,,,,1,,1,,,,
흑임자 라떼 맛 나요,,1,,,,,,,,
냠냠 맛있어요,,,,,,,,,,1
흑임자 라떼 진짜 맛있어요,,1,,,,,,,,
가끔 흑임자 라떼 먹으러 옵니다,,1,,,,,,,,
이번에 딸기 라떼랑 오레오 치즈케이크도 도전해 봤는데 맛있네용,,1,1,,,,,,,
알바 분들도 진짜 친절하셔요,,,,1,,,,,,
1 층은 밖에 테라스 자리도 있고,,,,,,1,,,,
야자수 인테리어 덕분에 시원한 휴양지느낌이라면 지하는 조용하고 따뜻한 분위기에 카 공하기 좋은 공간이네요!,,,,,,1,,,,
동네 카페인데 주민들이 좋아하는 카페라 사람이 많아요!,,,,,1,,,,,
1 층은 대화지 하는 개인 볼 일!,,,,,,1,,,,
그리고 흑임자 크림 라떼 너무 고소하고 맛있었어요!!,,1,,,,,,,,
낮에 앉아서 여유 즐기며 커피 마시기 좋은 미유 커피.,,1,,,,1,,,,
공부하거나 집중할 일 있으면 이 카페 추천.,,,,,,1,,,,
커피와 디저트가 맛있는 미유 커피,,1,1,,,,,,,
책 읽거나 공부하기 좋은 카페라고 들어 갔는데 커피 맛이 넘 좋아요,,1,,,,1,,,,
얼 그레이 케이크도 jmt에 용 블랙 티도 맛있음,,1,1,,,,,,,
콘센트 꽂을 수 있는 곳이 여러 군데 있어서 노트북 사용하기 편한 카페였습니다,,,,,,1,,,,
잔잔하게 재즈 음악도 나와서 좋았어요,,,,,,1,,,,
공부하기 좋고,,,,,,1,,,,
음료 디저트 맛있어요,,1,1,,,,,,,
자리도 많아서 좋아요,,,,,,1,,,,
바닐라 라떼 레몬 망고 블랙 티 케이크 다 맛있어요.,,1,1,,,,,,,
콘센트 있는 카페!,,,,,,1,,,,
지하도 넓고,,,,,,1,,,,
집중하기 좋은 분위기예요.,,,,,,1,,,,
무엇보다 얼 그레이 초코 케이크가 맛있네요,,,1,,,,,,,
티백은 트와닝!,,1,,,,,,,,
그냥 공간만 좋은 곳이 아니라 음료와 디저트까지 신경 쓴 디저트 카페네요,,1,1,,,1,,,,
커피도 너무 맛있고,,1,,,,,,,,
케이크 진짜 짱 맛나요,,,1,,,,,,,
카페 분위기 좋아 유 인스타 감성,,,,,,1,,,,
딸기 라떼도 맛있네 유,,1,,,,,,,,
매장 분위기 좋으면서 넓고 쾌적해요,,,,1,,1,,,,
자몽허니블랙티 넘 맛있고!!,,1,,,,,,,,
추운 날에는 따뜻한 아메리카노로 꽁꽁 언 몸을 녹일 수 있지요.,,1,,,,,,,,
이곳은 가성비 좋고,1,,,,,,,,,
커피 맛도 예전보다 많이 좋아졌어요.,,1,,,,,,,,
열 번 먹으면 한번 공짜입니다,,,,1,,,,,,
딥 라떼 진짜 존 맛,,1,,,,,,,,
커피 맛 있어요,,1,,,,,,,,
친절하고,,,,1,,,,,,
커피 맛있어요,,1,,,,,,,,
가성비 좋고 맛있어요,1,,,,,,,,,1
바닐라 맛있어요.,,1,,,,,,,,
친절하고,,,,1,,,,,,
커피 맛있어요,,1,,,,,,,,
커피 맛있고,,1,,,,,,,,
친절해요,,,,1,,,,,,
항상 친절하고,,,,1,,,,,,
커피 맛있어요,,1,,,,,,,,
친절하고,,,,1,,,,,,
커피 맛있어요,,1,,,,,,,,
항상 친절하고,,,,1,,,,,,
커피 맛있어요,,1,,,,,,,,
맛나요,,,,,,,,,,1
커피도 맛있고,,1,,,,,,,,
친절해요,,,,1,,,,,,
그냥 그 값하는 커피,,1,,,,,,,,
아메리카노가 2천 원이고 카페 라떼가 3천 원인 혜자 카페였어요!,1,,,,,,,,,
커피도 맛있었는 데 대용량이라서 진짜 하루 종일 먹었네요,,1,,,,,,,,
싸고 맛있어요,1,,,,,,,,,
굿,,,,,,,,,,1
완전 싸구 맛나용,1,,,,,,,,,
가성비 좋고,1,,,,,,,,,
양도 많고 맛있고,,1,,,,,,,,
친절해요,,,,1,,,,,,
커피도 맛있고 양도 많고,,1,,,,,,,,
친절해요,,,,1,,,,,,
맛있고 저렴하고 좋네요,1,,,,,,,,,
숙성 라떼 고소하고 맛있습니다,,1,,,,,,,,
딥 카페라때 마셨는데 너무 맛있어요,,1,,,,,,,,
조아조아요,,,,,,,,,,1
왜 우지 커피 우지 커피 하는 지 알게 됐습니다. 달달하니 취저입니다.,,1,,,,,,,,
가끔 이용하는 데 괜찮은 테이크 아웃 점입니다,,,,,,,,,,1
가끔 커피 맛이 나쁠 때도 있지만 최근에는 개선된 것 같아요.,,1,,,,,,,,
커피는 산미가 생명인데 최근에는 신선한 커피 원두를 갈아 쓰는 것 같아요,,1,,,,,,,,
최근에는 커피 맛이 돌아왔네요.,,1,,,,,,,,
커피 맛 괜찮아요,,1,,,,,,,,
딥 카페 라떼가 처음 사 먹을 땐 맛있었는데 점점 맛이 아쉬워지네요,,1,,,,,,,,
커피 맛집!!!,,1,,,,,,,,
맛있게 잘 먹었어요,,,,,,,,,,1
딥 카페 라떼 짱 맛있어요,,1,,,,,,,,
테이크아웃만 가능,,,,1,,,,,,
초반만큼은 아니더라도 우지 커피 맛 잇어요,,1,,,,,,,,
맛잇어요 양 많아요,,1,,,,,,,,
가성비 카페 중에 최애입니다.,1,,,,,,,,,
커피 논 커피 메뉴 다양하고 뭘 시켜도 실패한 적 없지만 숙성 우유로 만든 딥 카페 라떼 특히 맛있습니다.,,1,,,,,,,,
가성비 좋아요,1,,,,,,,,,
여기에서는 피넛 라떼만 마셔요. 시그니처 메뉴기도 한대요.,,1,,,,,,,,
스벅 돌체 라떼 바닐라 라떼보다 제 입맛에는 맛더라고요.,,1,,,,,,,,
양도 딱 먹기 좋은 스몰 사이즈기도하고요.,,1,,,,,,,,
앉아서 마실 수는 없어서 불편해요.,,,,,,1,,,,
가격 대비 좋아요,1,,,,,,,,,
맛나네요,,,,,,,,,,1
연유 큐브 라떼 사이즈 왕 크네요,,1,,,,,,,,
숙성 우유로 딥 카페 라떼 먹었는데 고소하고 맛있어요,,1,,,,,,,,
맛있어요,,,,,,,,,,1
미국 레트로 감성이 충만한 오브제와 인테리어 아웃테리어,,,,,,1,,,,
시크 한 스탭 대응과 적절한 우드톤의 분위기.,,,,,,1,,,,
대화하기 좋은 곳에서 적절한 가격의 음료와 친한 녀석들과의 추억은 올해를 마무리하는 만남으론 최고였구나.,,1,,,,1,,,,
분위기도 좋고,,,,,,1,,,,
라떼도 맛있어요,,1,,,,,,,,
아인슈페너 너무 맛있게 먹었어요!,,1,,,,,,,,
크림이랑 커피 조화가 너무 좋았어요,,1,,,,,,,,
블론디는 예상 가능한 맛인데 호두 아이스크림이 너무 맛있네요,,1,1,,,,,,,
팝업으로 방문했는 데 커피 맛있어서 놀랬네요,,1,,,,1,,1,,
술집 같은 데 커피와 음료도 팔고 있음 인테리어도 이쁘고 나쁘지 않았음,,1,,,,1,,,,
분위기 좋아요!,,,,,,1,,,,
미국 바에 있는 느낌,,,,,,1,,,,
친절해서 좋았어요!,,,,1,,,,,,
오늘 또 옴 저녁에 온 건 처음인데 저녁도 분위기 좋네요,,,,,,1,,,,
오랜만에 크림모카 마셨는 데 정말 맛있었어요,,1,,,,,,,,
예전에 첫 입에 넘 맛있어서 눈 번쩍 하며 마셨는 데 여전하네요,,1,,,,,,,,
크림 먹고 나면 소화시킬 때 좀 힘든데 이건 먹고 나서도 속 편했어요,,1,,,,,,,,
인테리어나 굿즈들 색감을 너무 잘 뽑으셔서 분위기 미쳐요,,,,,,1,,,,
그리구 올 때마다 항상 음악 좋고,,,,,,1,,,,
커피 음료 디저트 다 맛있고,,1,1,,,,,,,
친절하세요,,,,1,,,,,,
포말 커피 시절도 좋았는데 지금도 넘 좋습니당,,1,,,,,,,,
커피 음료 맛있고,,1,,,,,,,,
음악 좋아 인테리어 멋져,,,,,,1,,,,
그리고 무엇보다 바스크 치즈케이크가 참 맛있어요!,,,1,,,,,,,
사장님은 옛날부터 참 친절하셨고,,,,1,,,,,,
요즘 가면 세상 힙한 분들 많이 오심 사람 안 몰릴 시간에 다녀가는 데 올 때마다 여유 있게 잘 쉬고 가요,,,,,1,,,,,
밀크티 기대 없이 시켰는 데 맛있었어요!!,,1,,,,,,,,
뜨거운 것도 메뉴 개발 중이시라니 기대할게요,,1,,,,,,,,
분위기 좋고,,,,,,1,,,,
공간이 예뻐용!,,,,,,1,,,,
1 층은 좀 시끄러움,,,,,,1,,,,
미국 여행 온 줄 알았어요,,,,,,1,,,,
매장 인테리어 너무 예쁘고,,,,,,1,,,,
음료도 맛있었습니다,,1,,,,,,,,
플랫 화이트 강추!,,1,,,,,,,,
원두가 넘 맛남,,1,,,,,,,,
다음엔 디저트 먹으러 가고 싶네요,,,1,,,,,,,
카페 예뻐용,,,,,,1,,,,
맛있어요 커피 향 너무 좋아요!!!,,1,,,,,,,,
기분 좋아지는 맛,,1,,,,,,,,
분위기가 좋아요,,,,,,1,,,,
분위기가 너무 좋아요,,,,,,1,,,,
친절하네요,,,,1,,,,,,
분위기 조 와요,,,,,,1,,,,
근데 바스크치즈케크가 너무 쪼마남,,,1,,,,,,,
분위기 최고,,,,,,1,,,,
분위기가 좋네요,,,,,,1,,,,
커피도 맛있고,,1,,,,,,,,
아인슈페너 너무 맛있습니당,,1,,,,,,,,
인테리어가 멋져요,,,,,,1,,,,
음료도 멋져요,,1,,,,,,,,
인테리어 빈티지 하면서 고급스러워용,,,,,,1,,,,
이뻐용,,,,,,1,,,,
평일 저녁에 방문했는 데 역시 핫플은 다르네요.,,,,,,,,,,1
1 층 자리는 거의 다 찼더라고요.,,,,,1,,,,,
근처 오면 한 번 쯤 방문해 볼 만한 카페인 듯 싶어요!,,,,,,,,,,1
분위기는 좋은데,,,,,,1,,,,
커피 맛은 별루,,1,,,,,,,,
분위기 있고,,,,,,1,,,,
바스크 치즈 케익 맛있어요,,,1,,,,,,,
분위기랑 맛이 진심 최고예요!!,,,,,,1,,,,
아인슈페너 아이리쉬 케이크까지 다 완벽했어용,,1,1,,,,,,,
에스프레소 크림!,,1,,,,,,,,
아인슈페너도 굿 굿!,,1,,,,,,,,
플랫 화이트도 괜츈!,,1,,,,,,,,
분위기도 굿,,,,,,1,,,,
분위기 좋아요,,,,,,1,,,,
주말엔 사람이 많아서 사람 소리가 많이 들리지만 일행과 대화하는 데에 불편함이 없어서 신기했습니다,,,,,1,,,,,
구석구석 분위기가 좋아 다 앉아 보고 싶었어요.,,,,,,1,,,,
아메리카노 바닐라 라떼 커피류 맛있었어요!,,1,,,,,,,,
파인 하와이도 요즘 같은 날씨에 잘 어울리는 맛!,,1,,,,,,,,
맛있었습니다!,,,,,,,,,,1
친절하고,,,,1,,,,,,
커피가 맛있어요,,1,,,,,,,,
미국인 줄 알았어여 진짜 너무 갬성 넘치는 곳!,,,,,,1,,,,
시즌 메뉴인가 포롤롤로..? 진짜 넘마싯어오,,1,,,,,,,,
불친절해요 벨 잘못 눌러서 사람 불러 놓고 죄송하단 말도 없고 앞에서 앉아서 기다리니까 다른 손님 앉아야한다고 2 층 좌석 올라가서 기다리라고 하고 올라가자마자 3초 만에 벨 울리네요. 손님이랑 기 싸움하는 것도 아니고,,,,1,,,,,,
좋아요,,,,,,,,,,1
분위기도 너무 좋고,,,,,,1,,,,
커피 맛도 좋아요!,,1,,,,,,,,
커피 맛 인테리어 너무 좋음,,1,,,,1,,,,
음료 맛있어영,,1,,,,,,,,
사장님이 불친절해요,,,,1,,,,,,
분위기 좋고,,,,,,1,,,,
음악 좋고,,,,,,1,,,,
커피 맛 디저트 맛 좋음,,1,1,,,,,,,
분위기가 더 좋아졌어요,,,,,,1,,,,
이전에는 자리가 없어서 허탕 친 일이 더러 있었는데 리뉴얼 되고 그런 적이 없어서 좋아요!,,,,,,1,,,,
커피도 맛있고,,1,,,,,,,,
차도 맛있고,,1,,,,,,,,
디저트도 맛있어요!,,,1,,,,,,,
카페 너무 귀여워요,,,,,,1,,,,
강아지랑 가기 너무 좋을 것 같아요..,,,,,,,,,1,
음악도 귀여워서 좋고,,,,,,1,,,,
케잌도 맛있고,,,1,,,,,,,
음료도 맛있었어요,,1,,,,,,,,
서울 여행 가면 또 가고 싶어요,,,,,,,,,,1
아침 픽업 후 오후 7시 반쯤 할머니 생일 파티했는 데 너무 오래 얼려 두셨는지 저녁까지도 꽝꽝 얼어서 안 잘려 가지고,,,1,,,,,,,
케이크는 너무 귀여웠습니다!,,,1,,,,,,,
그리고 케이크 다 맛있어요 크림치즈도 많이 들어 있구 안 느끼하고 존 맛,,,1,,,,,,,
예전에 친구와 방문했을 때 쿠키랑 케이크가 너무 맛있었어서 이 번에 부모님께 드릴 선물과 함께 드릴 케이크를 여기서 주문했습니다.,,,1,,,,,,,
보통 인테리어가 예쁘면 맛은 보통이고 그 낭 그 인테이어를 위해서 간다는 편견이 있는 데 진짜 그런 편견 다 깨부수는 디저트 맛집!!,,,1,,,1,,,,
단순히 귀엽기만한 것이 아니라 맛도 정말 보장되서 너무 너무 좋아요.,,,1,,,1,,,,
다음에는 친구 생일 케이크 주문하러 방문하겠습니다!,,,,,,,,,,1
케이크 예쁘고,,,1,,,,,,,
쿠키들도 예뻐서 선물하기 좋아요,,,1,,,,,,,
다만 케이크 포장할 때 포장 상자보다 밑에 케잌 받침이 너무 작아서 조심히 들고 갔는 데도 글씨 써진 부분이 다 망가졌어요,,,1,1,,,,,,
케이크 디자인도 너무 예쁘고,,,1,,,,,,,
레터링까지 마음에 쏙 들어요!!,,,1,,,,,,,
예쁜 케이크 만들어 주셔서 감사합니다,,,1,,,,,,,
그리고 블루베리 크림 치즈 케이크 진짜 맛있습니당!!!!!!,,,1,,,,,,,
너무 너무 너무 귀여워요 아직 못 먹었는 데 먹기 아깝습니다,,,1,,,,,,,1
진짜 너무 너무 맛있어요!!,,,,,,,,,,1
케이크랑 빵 진짜 맛있어요!,,,1,,,,,,,
초코 라떼 완전 맛있어요!!!!,,1,,,,,,,,
인테리어 귀여워서 좋아요,,,,,,1,,,,
기념일로 도시락 케이크했는데 완전 만족스러웠습니다 케익 완전 귀여워요,,,1,,,,,,,
너무 귀여워요,,,,,,,,,,1
사진이 안 이쁘게 나왔는데 케익 진짜 진짜 이쁘고 맛있어요,,,1,,,,,,,
맞춤 레터 링 되는 것도 너무 좋아요,,,1,,,,,,,
인테리어가 독특해 사진 찍기 좋아요,,,,,,1,,,,
알록달록 너무 예쁜 곳이에요,,,,,,1,,,,
아기자기해요!,,,,,,1,,,,
아기자기 예쁜 곳이예요,,,,,,1,,,,
맛은 특별하진 않고 자세한 건 블로그에 작성할께요,,,1,,,,,,,
귀엽고 맛있는 디저트가 가득해요,,,1,,,,,,,
공간도 넓찍해서 쉬다 가기 좋아요,,,,,,1,,,,
생각보다 더 작은 사이즈였는데 디자인이 너무 귀여워요!,,,1,,,,,,,
근데 비싸네용,1,,,,,,,,,
케이크가 너무 예뻐서 아이부터 어른들까지 좋아하실 것 같아요.,,,1,,,,,,,
맛은 보지 못 해서 모르지만 너무 귀여워서 만족입니다.,,,1,,,,,,,
케이크 바닥에 고정 핀이 없어서 조심히 들고 가라고 하셨으니 구매하시는 분들 참고 하세요.,,,1,,,,,,,
맛은 보통이지만 예뻐요.,,1,1,,,1,,,,
디자인이 너무 귀엽고 맛있습니다!,,,1,,,,,,,
레터링도 이뻐요,,,1,,,,,,,
예쁘고 맛있어용,,,,,,,,,,1
조카 생일이라 예약해서 먹었는데 너무 맛있네요,,,1,,,,,,,
나중에 나오고 나서 보니까 이름을 잘못 쓰셨더라구요… 다음엔 제대로 써 주세요!,,,,1,,,,,,
케이크는 맛있게 먹었대요,,,1,,,,,,,
이뻐요,,,,,,,,,,1
컨셉이 귀여워서 소녀 감성 있으신 분들 좋아하실 꺼 같아요 케잌은 오레오초코는 진짜 맛있었는데 레드벨벳은 아쉬웠어요,,,1,,,1,,,,
그리고 일인 일 조각 케잌 하니깐 나중엔 넘 달고 느끼해서 힘겹,,,1,,,,,,,
외국인들이 많이 와서 사진 찍고 가시더라구요,,,,,,,1,,,1
커피도 맛있었고,,1,,,,,,,,
디저트가 예쁘면 모습에 비해,,,1,,,,,,,
맛은 그저 그런 곳이 많던데 해피 베어 데이는 케이크도 촉촉하고 진짜 맛있었어용!,,,1,,,,,,,
여기 카페 진짜 귀엽고 맛있고하다 함..,,,,,,,,,,1
카페가 너무 귀여워요,,,,,,1,,,,
디저트도 맛있어요,,,1,,,,,,,
디저트가 대체적으로 맛있네요,,,1,,,,,,,
음료도 다른 곳보다 저렴하고 맛있어요,1,,,,,,,,,
요청 사항 그대로 만들어 주셨고 30분 빨리 갔는 데도 바로 찾을 수 있었어요!,,,,1,,,1,,,
받기 전에 레터링 확인하고 포장해 주셨고 조금 비싼 감이 있지만 선물용으로 좋은 것 같습니다,,,1,,,,,,,
케익도 쿠키도 너무 귀엽고 맛있어요,,,1,,,,,,,
케이크가 너무 예뻐요,,,1,,,,,,,
예쁜데 맛도 있어서 자주 갈 듯 해요,,,,,,,,,,1
카페는 이쁜데 가격은 비싸고 별로 안 친절하세요,1,,,1,,1,,,,
인테리어 예쁘고,,,,,,1,,,,
케익도 아기자기해요!!,,,1,,,,,,,
선물하기 너무 좋아요,,,,,,,,,1,
맛있어요,,,,,,,,,,1
달달한 케익과 커피,,1,1,,,,,,,
딸기 라떼 쇼핑 후 지친 몸에 활기를 주는 곳이예요.,,1,,,,,,,,
매장도 넓고,,,,,,1,,,,
인테리어가 귀여워요,,,,,,1,,,,
"음료 가격, 디저트 가격도 합리적인 편입니다!!",1,,,,,,,,,
낮에 가면 사진 찍기도 좋은 공간일 것 같네요,,,,,,1,,,,
디저트도 귀엽고,,,1,,,,,,,
야외 공간이 좋았어요,,,,,,1,,,,
카페가 너무 귀여워요,,,,,,1,,,,
맛있어요,,,,,,,,,,1
케이크 넘 귀여워요,,,1,,,,,,,
브샤용 케이크 주문했는 데 너무 예쁘고 귀염뽀짝해서 친구가 넘넘 맘에 들어했어요 실제로 보면 더 귀여워요 먹기 아까움,,,1,,,,,,,
캐릭터 앞에 케이크 있는 거 킬포.... 귀여움 그 잡채.....,,,1,,,,,,,
하트 초나 포인트 초 꼭 사서 꽂아 주세요 너무 맛있고 귀여워요!,,,1,,,,,,,
귀여운데 맛도 있어서 행복했어용,,,1,,,,,,,
비싼 거 같지만 싼 거 같고 싼 거 같지만 비싼 거 같음,1,,,,,,,,,
하지만 맛있고 친절함 또 갈 듯?,,,,1,,,,,,
맛있얶어요!!,,,,,,,,,,1
케익도 넘 귀엽고,,,1,,,,,,,
카페 내부도 이쁮니다,,,,,,1,,,,
케이크가 너무 색감이 예쁘고,,,1,,,,,,,
토끼 디자인이 있어서 토끼띠 아기 임밍 아웃할 때 썼어요!!,,,1,,,,,,,
시부모님도 케이크 너무 예쁘다고 좋아하시고 맛도 좋아서 좋은 시간 보냈답니다,,,1,,,,,,,
바다가 앞에 보이니깐 너무 조으네요.,,,,,,,1,,,
빵도 맛있고,,,1,,,,,,,
커피도 맛있어요,,1,,,,,,,,
뷰가 정말 멋져요,,,,,,,1,,,
오션뷰 너무 예쁘고,,,,,,,1,,,
카페 분위기도 취향저격이에요,,,,,,1,,,,
인생 샷 찍고 왔어요,,,,,,1,,,,
맛집이 에유,,,,,,,,,,1
대추차가 맜있어요 전통 수제 차,,1,,,,,,,,
인테리어가 예뻐요.,,,,,,1,,,,
음료가 맛있어요!,,1,,,,,,,,
빵 종류가 많아요. 배뷸러서 못 먹었는 데 먹어 보고 싶어요,,,1,,,,,,,
진동 벨이 있었으면 좀 더 편할 거 같아요,,,,1,,,,,,
창가 쪽에 앉았는 데 모니터가 안 보이더라구요,,,,,,1,,,,
음료를 많이 시켰는 데 엘레베이터가 있어서 편했어요,,,,,,1,,,,
영일대해수욕장 뷰를 즐길 수 있는 곳이네요,,,,,,,1,,,
주말이라 사람들이 많아서 좀 시끌벅적,,,,,1,,,,,
유자퐁당.... 넘 맛있네요,,1,,,,,,,,
~유자 향도 넘 좋고 달달하니 당 충분되네요,,1,,,,,,,,
샤인머스켓에이드 코코넛이 들어서 씹는 맛도 있구 좋아요,,1,,,,,,,,
뷰가 좋아요,,,,,,,1,,,
씨뷰,,,,,,,1,,,
영 일대도 바라보는 예쁜 뷰,,,,,,,1,,,
포스코 야경이 예쁘게 보이는 곳,,,,,,,1,,,
커피 너무 좋습니다,,1,,,,,,,,
분위기도 좋고,,,,,,1,,,,
매장도 넓어서 대화하기 좋았어요!,,,,,,1,,,,
의자도 너무 푹신 하고,,,,,,1,,,,
화장실도 깔끔하고,,,,1,,,,,,
빵도 맛있네요,,,1,,,,,,,
가격대가 좀 있어요,1,,,,,,,,,
평일 저녁은 주문 받는 서버가 혼자라 조금 시간이 걸려요,,,,1,,,,,,
주차는 길 건너 공용 주차장에 했어요,,,,,,,,1,,
깨끗하고.,,,,1,,,,,,
전망 좋고,,,,,,,1,,,
영 일대 해수욕장 인근.,,,,,,,1,,,
음료 가격이 조금 비싸요.,1,,,,,,,,,
뷰 맛집에 빵 맛집까지...,,,1,,,,1,,,
포항 가면 꼭 가 봐야하는 카페 리스트 1 순,,,,,,,,,,1
맛있는 데 조금 비싼 감은 있어요.,1,,,,,,,,,
분위기는 좋은데,,,,,,1,,,,
매장이 너무 바빠서 테이블 정리가 잘 안 되 있던 것이 아쉬웠네요,,,,1,,,,,,
사람 많음.,,,,,1,,,,,
디저트 종류 많음.,,,1,,,,,,,
맛있음.,,,,,,,,,,1
딸기가 좋아 크림이… 너무 맛있습니다!,,1,1,,,,,,,
가격대가 좀 있긴하지만 뷰값이라고 생각해요,1,,,,,,1,,,
주말이라 사람 진짜 진짜 많네요,,,,,1,,,,,
디저트류 맛있구 음료도 괜찮아요!,,1,1,,,,,,,
뷰 좋고,,,,,,,1,,,
인테리어 좋고,,,,,,1,,,,
매장이 넓음,,,,,,1,,,,
포토 존 다수 빵 등의 디저트 맛이 좋음 아기의 자 있음 3 층 이상은 안전을 위한 노 키즈 존 음료의 맛은 그럭저럭 낮에는 햇빛이 강하게 들어옴 2 층 남자 화장실은 전반적으로 깨끗해 보이나 세면대 곰팡이 있음,,,1,1,,1,,,,
